servicio,fecha,usuario,calificacion
2250,54:37.3,108,1
1686,54:37.3,109,1
5047,54:37.3,109,4
1407,54:37.3,109,3
952,54:37.3,109,1
240,54:37.3,109,3
2360,54:37.3,109,3
4939,54:37.3,109,5
3788,54:37.3,109,4
2338,54:37.3,109,1
2547,54:37.3,109,3
3688,54:37.3,109,4
4029,54:37.3,109,3
3583,54:37.3,109,2
2257,54:37.3,109,1
36,54:37.3,109,1
5281,54:37.3,109,5
4657,54:37.3,109,5
3812,54:37.3,109,3
3874,54:37.3,109,4
332,54:37.3,109,5
2906,54:37.3,110,5
1026,54:37.3,110,3
236,54:37.3,110,4
3960,54:37.3,110,4
2797,54:37.3,110,5
1711,54:37.3,110,4
2036,54:37.3,110,4
2953,54:37.4,110,5
1349,54:37.4,110,3
2213,54:37.4,110,1
2661,54:37.4,110,2
5773,54:37.4,110,4
891,54:37.4,110,1
68,54:37.4,110,5
2987,54:37.4,110,3
3221,54:37.4,110,1
1173,54:37.4,110,3
3443,54:37.4,110,2
1127,54:37.4,110,3
1643,54:37.4,110,5
4096,54:37.4,111,3
105,54:37.4,111,2
4569,54:37.4,111,5
3238,54:37.4,111,4
5289,54:37.4,111,2
4728,54:37.4,111,3
3004,54:37.4,111,2
4517,54:37.4,111,2
40,54:37.4,111,2
2080,54:37.4,111,5
4325,54:37.4,111,2
2775,54:37.4,111,4
1367,54:37.4,111,1
3228,54:37.4,111,1
3457,54:37.4,111,2
5515,54:37.4,111,5
5115,54:37.4,111,5
4341,54:37.4,111,4
4977,54:37.4,111,4
5055,54:37.4,111,3
956,54:37.4,112,1
1200,54:37.4,112,2
5411,54:37.4,112,4
4422,54:37.4,112,2
4912,54:37.4,112,4
1745,54:37.4,112,5
2185,54:37.4,112,3
2476,54:37.4,112,1
3051,54:37.4,112,1
832,54:37.4,112,1
3471,54:37.4,112,3
5276,54:37.4,112,2
1173,54:37.4,112,4
2040,54:37.4,112,2
3687,54:37.4,112,5
5463,54:37.4,112,5
3359,54:37.4,112,4
2260,54:37.4,112,1
5469,54:37.4,112,4
3236,54:37.4,112,1
3809,54:37.4,113,4
1510,54:37.4,113,2
5199,54:37.4,113,3
5399,54:37.4,113,5
4941,54:37.4,113,1
2192,54:37.4,113,2
3051,54:37.4,113,2
2617,54:37.4,113,4
834,54:37.4,113,1
3906,54:37.4,113,4
4432,54:37.4,113,1
3310,54:37.4,113,2
4498,54:37.4,113,3
4764,54:37.4,113,3
3360,54:37.4,113,1
5125,54:37.4,113,3
5353,54:37.4,113,4
5132,54:37.4,113,2
4208,54:37.4,113,1
3138,54:37.4,113,3
3404,54:37.4,114,4
5729,54:37.4,114,5
3510,54:37.4,114,3
3724,54:37.4,114,4
3155,54:37.4,114,5
5059,54:37.4,114,3
771,54:37.4,114,3
2593,54:37.4,114,2
989,54:37.4,114,3
3287,54:37.4,114,2
35,54:37.4,114,5
683,54:37.4,114,3
2454,54:37.4,114,3
2919,54:37.4,114,5
5415,54:37.4,114,3
4873,54:37.4,114,4
125,54:37.4,114,5
4029,54:37.4,114,5
5203,54:37.4,114,1
1607,54:37.4,114,5
2185,54:37.4,115,2
2737,54:37.4,115,2
3564,54:37.4,115,3
1894,54:37.4,115,5
1033,54:37.4,115,5
4179,54:37.4,115,1
2770,54:37.4,115,5
4335,54:37.4,115,4
4124,54:37.4,115,3
968,54:37.4,115,1
91,54:37.4,115,1
815,54:37.4,115,4
1116,54:37.4,115,4
3456,54:37.4,115,5
2391,54:37.4,115,4
313,54:37.4,115,2
1362,54:37.4,115,3
3839,54:37.4,115,3
4864,54:37.4,115,3
702,54:37.4,115,4
1846,54:37.4,116,5
2894,54:37.4,116,5
877,54:37.4,116,3
4700,54:37.4,116,5
5770,54:37.4,116,1
2896,54:37.4,116,5
292,54:37.4,116,3
104,54:37.4,116,3
3885,54:37.4,116,3
1012,54:37.4,116,1
4292,54:37.4,116,1
2914,54:37.4,116,4
3135,54:37.4,116,5
4962,54:37.4,116,5
3960,54:37.4,116,1
1530,54:37.4,116,1
3593,54:37.4,116,1
1107,54:37.4,116,3
4862,54:37.4,116,1
1838,54:37.4,116,3
3279,54:37.4,117,4
5772,54:37.4,117,5
5781,54:37.4,117,3
3946,54:37.4,117,1
2992,54:37.4,117,1
5064,54:37.4,117,5
5799,54:37.4,117,4
3628,54:37.4,117,4
709,54:37.4,117,5
4388,54:37.4,117,3
1943,54:37.4,117,3
2392,54:37.4,117,5
3183,54:37.4,117,5
1222,54:37.4,117,4
2756,54:37.4,117,3
2630,54:37.4,117,3
369,54:37.4,117,2
3654,54:37.4,117,1
856,54:37.4,117,3
2655,54:37.4,117,2
3693,54:37.4,118,3
3015,54:37.4,118,5
433,54:37.4,118,5
5502,54:37.4,118,2
4584,54:37.4,118,4
207,54:37.4,118,3
1920,54:37.4,118,1
916,54:37.4,118,3
3336,54:37.4,118,2
5614,54:37.4,118,1
4524,54:37.4,118,1
4527,54:37.4,118,2
2145,54:37.4,118,5
4925,54:37.4,118,5
1916,54:37.4,118,1
3980,54:37.4,118,2
839,54:37.4,118,1
5191,54:37.4,118,2
4953,54:37.4,118,2
4375,54:37.4,118,4
1088,54:37.4,119,2
352,54:37.4,119,4
1151,54:37.4,119,1
3603,54:37.4,119,1
1211,54:37.4,119,3
283,54:37.4,119,4
4467,54:37.4,119,5
1839,54:37.4,119,4
2035,54:37.4,119,5
5506,54:37.4,119,3
1746,54:37.4,119,4
1880,54:37.4,119,3
2209,54:37.4,119,2
4715,54:37.4,119,5
3546,54:37.4,119,1
3651,54:37.4,119,5
4468,54:37.4,119,2
1651,54:37.4,119,4
147,54:37.4,119,3
3720,54:37.4,119,3
2836,54:37.4,120,4
3068,54:37.4,120,1
5035,54:37.4,120,4
2216,54:37.4,120,3
3428,54:37.4,120,5
4903,54:37.4,120,5
1307,54:37.4,120,5
552,54:37.4,120,4
3497,54:37.4,120,2
3193,54:37.4,120,1
105,54:37.4,120,1
5639,54:37.4,120,2
4645,54:37.4,120,4
1203,54:37.4,120,3
1349,54:37.4,120,2
4735,54:37.4,120,3
444,54:37.4,120,1
5593,54:37.4,120,5
2148,54:37.4,120,2
4855,54:37.4,120,5
5301,54:37.4,121,5
1130,54:37.4,121,2
2647,54:37.4,121,4
4326,54:37.4,121,5
3898,54:37.4,121,2
4193,54:37.4,121,5
5199,54:37.4,121,3
2049,54:37.4,121,4
4626,54:37.4,121,5
5341,54:37.4,121,1
2231,54:37.4,121,3
180,54:37.4,121,3
5541,54:37.4,121,3
1981,54:37.4,121,3
5464,54:37.4,121,2
1116,54:37.4,121,1
2377,54:37.4,121,2
3910,54:37.4,121,3
5660,54:37.4,121,2
3106,54:37.4,121,4
5596,54:37.4,122,2
5801,54:37.4,122,3
378,54:37.4,122,5
980,54:37.4,122,5
186,54:37.4,122,2
5041,54:37.4,122,1
603,54:37.4,122,2
46,54:37.4,122,3
5061,54:37.4,122,4
2049,54:37.4,122,5
3814,54:37.4,122,2
4013,54:37.4,122,3
2622,54:37.4,122,5
5568,54:37.4,122,1
385,54:37.4,122,5
5679,54:37.4,122,5
2647,54:37.4,122,1
4853,54:37.4,122,1
1075,54:37.4,122,2
4095,54:37.4,122,4
2115,54:37.4,123,2
3840,54:37.4,123,1
1757,54:37.4,123,4
672,54:37.4,123,1
4990,54:37.4,123,4
1131,54:37.4,123,1
461,54:37.4,123,5
5752,54:37.4,123,2
4983,54:37.4,123,2
2855,54:37.4,123,4
3795,54:37.4,123,5
2784,54:37.4,123,4
5204,54:37.4,123,3
2513,54:37.4,123,4
2492,54:37.4,123,5
5161,54:37.4,123,5
4612,54:37.4,123,3
949,54:37.4,123,4
4016,54:37.4,123,2
573,54:37.4,123,4
136,54:37.4,124,2
5485,54:37.4,124,3
4393,54:37.4,124,2
4640,54:37.4,124,3
3871,54:37.4,124,3
3684,54:37.4,124,1
5345,54:37.4,124,2
4596,54:37.4,124,2
5233,54:37.4,124,1
4144,54:37.4,124,3
3405,54:37.4,124,3
1908,54:37.4,124,5
2403,54:37.4,124,3
2063,54:37.4,124,5
5249,54:37.4,124,1
3183,54:37.4,124,3
3474,54:37.4,124,5
5018,54:37.4,124,3
3781,54:37.4,124,1
2140,54:37.4,124,1
214,54:37.4,125,3
3116,54:37.4,125,2
3754,54:37.4,125,5
875,54:37.4,125,3
3388,54:37.4,125,4
416,54:37.4,125,1
1853,54:37.4,125,5
2521,54:37.4,125,3
4235,54:37.4,125,5
3272,54:37.4,125,1
2104,54:37.4,125,2
4501,54:37.4,125,5
2445,54:37.4,125,5
2828,54:37.4,125,2
804,54:37.4,125,5
359,54:37.4,125,2
3361,54:37.4,125,4
425,54:37.4,125,4
5813,54:37.4,125,3
4278,54:37.4,125,5
998,54:37.4,126,4
101,54:37.4,126,4
4494,54:37.4,126,2
557,54:37.4,126,5
779,54:37.4,126,5
1891,54:37.4,126,3
5088,54:37.4,126,3
4505,54:37.4,126,2
2646,54:37.4,126,5
3559,54:37.4,126,5
4202,54:37.4,126,5
367,54:37.4,126,4
2194,54:37.4,126,3
664,54:37.4,126,2
302,54:37.4,126,4
407,54:37.4,126,5
4847,54:37.4,126,2
5395,54:37.4,126,5
516,54:37.4,126,2
2340,54:37.4,126,3
5767,54:37.4,127,5
645,54:37.4,127,3
57,54:37.5,127,3
914,54:37.5,127,3
2885,54:37.5,127,3
1759,54:37.5,127,2
5242,54:37.5,127,1
4133,54:37.5,127,1
487,54:37.5,127,1
5819,54:37.5,127,3
3192,54:37.5,127,4
1661,54:37.5,127,3
4259,54:37.5,127,3
4669,54:37.5,127,3
3372,54:37.5,127,4
3547,54:37.5,127,5
2475,54:37.5,127,1
1114,54:37.5,127,3
855,54:37.5,127,1
2133,54:37.5,127,5
3811,54:37.5,128,5
5650,54:37.5,128,2
1331,54:37.5,128,2
2610,54:37.5,128,3
704,54:37.5,128,3
3796,54:37.5,128,2
3237,54:37.5,128,5
5529,54:37.5,128,5
2465,54:37.5,128,2
550,54:37.5,128,3
3604,54:37.5,128,5
650,54:37.5,128,2
1676,54:37.5,128,4
1663,54:37.5,128,1
5196,54:37.5,128,3
5502,54:37.5,128,5
2524,54:37.5,128,4
4207,54:37.5,128,2
3103,54:37.5,128,2
4152,54:37.5,128,5
659,54:37.5,129,5
5746,54:37.5,129,3
2353,54:37.5,129,1
4406,54:37.5,129,2
1402,54:37.5,129,4
940,54:37.5,129,1
791,54:37.5,129,5
2689,54:37.5,129,4
2468,54:37.5,129,1
1395,54:37.5,129,4
5823,54:37.5,129,3
3031,54:37.5,129,3
648,54:37.5,129,1
2053,54:37.5,129,2
3975,54:37.5,129,5
1412,54:37.5,129,5
2554,54:37.5,129,2
5495,54:37.5,129,4
3684,54:37.5,129,5
4151,54:37.5,129,4
1217,54:37.5,130,2
2932,54:37.5,130,5
4631,54:37.5,130,5
4533,54:37.5,130,4
148,54:37.5,130,2
4221,54:37.5,130,1
1147,54:37.5,130,5
3406,54:37.5,130,2
4940,54:37.5,130,4
3605,54:37.5,130,2
1726,54:37.5,130,4
4961,54:37.5,130,1
4134,54:37.5,130,2
5178,54:37.5,130,1
4489,54:37.5,130,3
2884,54:37.5,130,3
1839,54:37.5,130,2
1549,54:37.5,130,1
2167,54:37.5,130,2
4935,54:37.5,130,1
1606,54:37.5,131,4
1733,54:37.5,131,1
5048,54:37.5,131,2
4038,54:37.5,131,1
5086,54:37.5,131,3
3802,54:37.5,131,3
1698,54:37.5,131,4
3783,54:37.5,131,2
2846,54:37.5,131,2
4051,54:37.5,131,2
5638,54:37.5,131,3
5539,54:37.5,131,1
1964,54:37.5,131,2
2923,54:37.5,131,1
2556,54:37.5,131,3
1623,54:37.5,131,4
3491,54:37.5,131,3
5672,54:37.5,131,2
473,54:37.5,131,3
4896,54:37.5,131,1
3899,54:37.5,132,4
1741,54:37.5,132,3
4363,54:37.5,132,1
3289,54:37.5,132,3
1401,54:37.5,132,3
2400,54:37.5,132,1
3614,54:37.5,132,4
5251,54:37.5,132,2
1112,54:37.5,132,5
2675,54:37.5,132,3
1353,54:37.5,132,4
2115,54:37.5,132,2
5666,54:37.5,132,1
1136,54:37.5,132,3
1945,54:37.5,132,4
5442,54:37.5,132,5
3636,54:37.5,132,2
5276,54:37.5,132,4
2033,54:37.5,132,4
3575,54:37.5,132,3
2342,54:37.5,133,4
4676,54:37.5,133,2
3199,54:37.5,133,2
1675,54:37.5,133,1
4713,54:37.5,133,5
911,54:37.5,133,3
46,54:37.5,133,4
2954,54:37.5,133,1
4562,54:37.5,133,4
1363,54:37.5,133,1
5764,54:37.5,133,3
2077,54:37.5,133,4
2770,54:37.5,133,1
2938,54:37.5,133,1
4833,54:37.5,133,5
4641,54:37.5,133,5
3203,54:37.5,133,5
198,54:37.5,133,2
3960,54:37.5,133,3
4641,54:37.5,133,1
3713,54:37.5,134,1
1947,54:37.5,134,1
432,54:37.5,134,3
3940,54:37.5,134,4
1150,54:37.5,134,3
4906,54:37.5,134,2
3300,54:37.5,134,1
4459,54:37.5,134,3
1890,54:37.5,134,2
5409,54:37.5,134,5
3263,54:37.5,134,1
2461,54:37.5,134,3
4112,54:37.5,134,3
1053,54:37.5,134,2
3163,54:37.5,134,4
3570,54:37.5,134,4
2433,54:37.5,134,5
1218,54:37.5,134,1
585,54:37.5,134,4
915,54:37.5,134,2
4633,54:37.5,135,3
2823,54:37.5,135,5
4705,54:37.5,135,1
2455,54:37.5,135,2
483,54:37.5,135,1
2016,54:37.5,135,5
550,54:37.5,135,3
34,54:37.5,135,1
2355,54:37.5,135,1
1216,54:37.5,135,2
4575,54:37.5,135,2
4127,54:37.5,135,4
746,54:37.5,135,3
420,54:37.5,135,1
356,54:37.5,135,2
2915,54:37.5,135,1
1585,54:37.5,135,1
1730,54:37.5,135,4
5810,54:37.5,135,2
2778,54:37.5,135,3
1406,54:37.5,136,2
4130,54:37.5,136,3
5562,54:37.5,136,5
3125,54:37.5,136,2
4021,54:37.5,136,4
1565,54:37.5,136,4
57,54:37.5,136,4
4523,54:37.5,136,4
2832,54:37.5,136,4
2453,54:37.5,136,4
1023,54:37.5,136,3
4655,54:37.5,136,2
1666,54:37.5,136,2
1433,54:37.5,136,5
4985,54:37.5,136,4
2875,54:37.5,136,4
368,54:37.5,136,2
2890,54:37.5,136,1
2975,54:37.5,136,2
312,54:37.5,136,2
128,54:37.5,137,3
2456,54:37.5,137,1
1277,54:37.5,137,4
2333,54:37.5,137,2
2528,54:37.5,137,5
4276,54:37.5,137,2
5171,54:37.5,137,5
3496,54:37.5,137,2
463,54:37.5,137,1
1222,54:37.5,137,5
4596,54:37.5,137,3
3037,54:37.5,137,3
1344,54:37.5,137,2
4229,54:37.5,137,4
3414,54:37.5,137,2
5355,54:37.5,137,2
5602,54:37.5,137,5
3570,54:37.5,137,4
402,54:37.5,137,2
877,54:37.5,137,3
5483,54:37.5,138,2
422,54:37.5,138,4
2092,54:37.5,138,5
2741,54:37.5,138,3
3236,54:37.5,138,1
519,54:37.5,138,3
612,54:37.5,138,1
5068,54:37.5,138,5
5304,54:37.5,138,3
2824,54:37.5,138,1
5527,54:37.5,138,4
3817,54:37.5,138,5
2966,54:37.5,138,2
2084,54:37.5,138,2
5618,54:37.5,138,3
1131,54:37.5,138,4
1489,54:37.5,138,3
3499,54:37.5,138,1
2253,54:37.5,138,2
4127,54:37.5,138,1
3081,54:37.5,139,2
5669,54:37.5,139,5
3577,54:37.5,139,4
2234,54:37.5,139,1
3260,54:37.5,139,1
4014,54:37.5,139,3
4906,54:37.5,139,3
2657,54:37.5,139,3
3610,54:37.5,139,4
3149,54:37.5,139,2
781,54:37.5,139,1
365,54:37.5,139,4
963,54:37.5,139,4
5666,54:37.5,139,2
566,54:37.5,139,3
3897,54:37.5,139,2
2492,54:37.5,139,5
1300,54:37.5,139,3
1573,54:37.5,139,3
1273,54:37.5,139,4
5617,54:37.5,140,5
4695,54:37.5,140,1
2379,54:37.5,140,4
1161,54:37.5,140,4
1656,54:37.5,140,2
5209,54:37.5,140,4
4694,54:37.5,140,5
4306,54:37.5,140,1
176,54:37.5,140,3
3680,54:37.5,140,1
4306,54:37.5,140,1
4579,54:37.5,140,1
2185,54:37.5,140,1
5124,54:37.5,140,3
1077,54:37.5,140,3
3945,54:37.5,140,3
1660,54:37.5,140,3
1817,54:37.5,140,5
505,54:37.5,140,3
104,54:37.5,140,4
2590,54:37.5,141,5
2739,54:37.5,141,2
4001,54:37.5,141,3
2493,54:37.5,141,4
5056,54:37.5,141,5
597,54:37.5,141,1
2049,54:37.5,141,2
5773,54:37.5,141,1
2632,54:37.5,141,4
1495,54:37.5,141,4
695,54:37.5,141,2
2329,54:37.5,141,4
182,54:37.5,141,4
2932,54:37.5,141,4
324,54:37.5,141,5
2300,54:37.5,141,3
5392,54:37.5,141,3
144,54:37.5,141,5
3535,54:37.5,141,2
2647,54:37.5,141,4
4253,54:37.5,142,2
2030,54:37.5,142,3
483,54:37.5,142,2
3650,54:37.5,142,2
2861,54:37.5,142,2
4825,54:37.5,142,3
2370,54:37.5,142,5
4086,54:37.5,142,1
448,54:37.5,142,5
2214,54:37.5,142,4
5068,54:37.5,142,1
4341,54:37.5,142,4
2904,54:37.5,142,2
4632,54:37.5,142,4
210,54:37.5,142,1
1563,54:37.5,142,3
2283,54:37.5,142,4
1995,54:37.5,142,4
1168,54:37.5,142,5
3573,54:37.5,142,3
5343,54:37.5,143,3
622,54:37.5,143,5
4527,54:37.5,143,5
4755,54:37.5,143,5
425,54:37.5,143,5
4211,54:37.5,143,2
3220,54:37.5,143,4
1339,54:37.5,143,3
3153,54:37.5,143,4
3052,54:37.5,143,1
3265,54:37.5,143,4
329,54:37.5,143,5
556,54:37.5,143,2
199,54:37.5,143,5
2711,54:37.5,143,1
4928,54:37.5,143,2
321,54:37.5,143,4
4100,54:37.5,143,4
1394,54:37.5,143,5
2591,54:37.5,143,5
1085,54:37.5,144,5
38,54:37.5,144,2
2968,54:37.6,144,5
1876,54:37.6,144,3
444,54:37.6,144,4
3630,54:37.6,144,5
2987,54:37.6,144,2
729,54:37.6,144,1
679,54:37.6,144,4
2430,54:37.6,144,2
5681,54:37.6,144,3
4957,54:37.6,144,1
1311,54:37.6,144,2
3804,54:37.6,144,5
5015,54:37.6,144,5
3545,54:37.6,144,4
943,54:37.6,144,4
4195,54:37.6,144,5
4189,54:37.6,144,5
2228,54:37.6,144,4
154,54:37.6,145,3
2002,54:37.6,145,4
1275,54:37.6,145,3
3405,54:37.6,145,5
4566,54:37.6,145,1
89,54:37.6,145,5
5242,54:37.6,145,5
416,54:37.6,145,4
4224,54:37.6,145,3
2143,54:37.6,145,3
3287,54:37.6,145,4
2508,54:37.6,145,1
3056,54:37.6,145,5
2083,54:37.6,145,5
193,54:37.6,145,4
2623,54:37.6,145,1
4269,54:37.6,145,4
342,54:37.6,145,3
386,54:37.6,145,4
2333,54:37.6,145,2
4406,54:37.6,146,5
1279,54:37.6,146,5
3319,54:37.6,146,1
971,54:37.6,146,3
4392,54:37.6,146,4
556,54:37.6,146,5
4260,54:37.6,146,5
5129,54:37.6,146,3
1953,54:37.6,146,3
4094,54:37.6,146,1
5709,54:37.6,146,4
3413,54:37.6,146,1
4437,54:37.6,146,4
5289,54:37.6,146,4
710,54:37.6,146,1
3798,54:37.6,146,5
2743,54:37.6,146,5
4168,54:37.6,146,2
3219,54:37.6,146,4
368,54:37.6,146,1
5699,54:37.6,147,5
2255,54:37.6,147,5
2608,54:37.6,147,2
1,54:37.6,147,5
689,54:37.6,147,3
3165,54:37.6,147,1
5153,54:37.6,147,3
537,54:37.6,147,2
913,54:37.6,147,5
4862,54:37.6,147,3
4950,54:37.6,147,1
1832,54:37.6,147,5
750,54:37.6,147,5
5794,54:37.6,147,5
2070,54:37.6,147,4
1473,54:37.6,147,2
1743,54:37.6,147,4
3344,54:37.6,147,2
4688,54:37.6,147,3
4134,54:37.6,147,5
1828,54:37.6,148,4
2197,54:37.6,148,1
404,54:37.6,148,5
4469,54:37.6,148,1
1246,54:37.6,148,2
4657,54:37.6,148,5
5267,54:37.6,148,1
5203,54:37.6,148,4
1670,54:37.6,148,1
3341,54:37.6,148,3
2046,54:37.6,148,1
3465,54:37.6,148,3
2849,54:37.6,148,5
2923,54:37.6,148,3
12,54:37.6,148,5
909,54:37.6,148,1
4842,54:37.6,148,3
1245,54:37.6,148,4
4844,54:37.6,148,1
1708,54:37.6,148,3
2359,54:37.6,149,5
2368,54:37.6,149,4
1789,54:37.6,149,5
1806,54:37.6,149,5
5056,54:37.6,149,2
44,54:37.6,149,2
2270,54:37.6,149,3
2159,54:37.6,149,3
2809,54:37.6,149,2
1081,54:37.6,149,5
3990,54:37.6,149,3
3974,54:37.6,149,4
4552,54:37.6,149,5
2381,54:37.6,149,5
5014,54:37.6,149,1
3411,54:37.6,149,5
133,54:37.6,149,1
3016,54:37.6,149,2
257,54:37.6,149,5
889,54:37.6,149,5
87,54:37.6,150,1
505,54:37.6,150,2
3320,54:37.6,150,2
4744,54:37.6,150,5
4291,54:37.6,150,3
4338,54:37.6,150,2
1976,54:37.6,150,3
4142,54:37.6,150,3
4398,54:37.6,150,2
4976,54:37.6,150,3
1447,54:37.6,150,4
4537,54:37.6,150,1
2848,54:37.6,150,2
3551,54:37.6,150,5
4236,54:37.6,150,3
1636,54:37.6,150,1
5011,54:37.6,150,2
1702,54:37.6,150,5
4546,54:37.6,150,2
3491,54:37.6,150,1
2877,54:37.6,151,2
4482,54:37.6,151,4
2027,54:37.6,151,1
485,54:37.6,151,5
5272,54:37.6,151,2
952,54:37.6,151,3
1835,54:37.6,151,2
3901,54:37.6,151,4
3719,54:37.6,151,5
3237,54:37.6,151,3
5109,54:37.6,151,2
4169,54:37.6,151,4
3713,54:37.6,151,1
5075,54:37.6,151,4
3321,54:37.6,151,4
4185,54:37.6,151,5
5182,54:37.6,151,1
817,54:37.6,151,1
1297,54:37.6,151,1
4564,54:37.6,151,3
4541,54:37.6,152,4
2828,54:37.6,152,3
4419,54:37.6,152,5
65,54:37.6,152,1
4747,54:37.6,152,3
2274,54:37.6,152,1
4740,54:37.6,152,1
4570,54:37.6,152,2
2471,54:37.6,152,4
2353,54:37.6,152,1
5157,54:37.6,152,4
3455,54:37.6,152,4
1673,54:37.6,152,5
5405,54:37.6,152,1
1981,54:37.6,152,2
3685,54:37.6,152,1
4097,54:37.6,152,3
5618,54:37.6,152,2
4867,54:37.6,152,4
4682,54:37.6,152,3
784,54:37.6,153,3
4631,54:37.6,153,4
1807,54:37.6,153,5
2579,54:37.6,153,5
4589,54:37.6,153,1
5064,54:37.6,153,1
1845,54:37.6,153,5
1554,54:37.6,153,5
4892,54:37.6,153,4
5618,54:37.6,153,1
4461,54:37.6,153,5
1702,54:37.6,153,2
1606,54:37.6,153,2
190,54:37.6,153,1
1108,54:37.6,153,4
4699,54:37.6,153,1
2361,54:37.6,153,4
3246,54:37.6,153,1
2092,54:37.6,153,5
838,54:37.6,153,5
642,54:37.6,154,4
879,54:37.6,154,3
3071,54:37.6,154,4
5598,54:37.6,154,1
3259,54:37.6,154,2
492,54:37.6,154,2
2859,54:37.6,154,1
3860,54:37.6,154,5
2755,54:37.6,154,2
663,54:37.6,154,4
4780,54:37.6,154,2
4259,54:37.6,154,2
5022,54:37.6,154,4
5746,54:37.6,154,4
3813,54:37.6,154,3
592,54:37.6,154,3
1807,54:37.6,154,3
4030,54:37.6,154,2
3320,54:37.6,154,2
656,54:37.6,154,1
250,54:37.6,155,2
2427,54:37.6,155,1
3901,54:37.6,155,2
4890,54:37.6,155,1
4984,54:37.6,155,5
1725,54:37.6,155,1
4681,54:37.6,155,4
4041,54:37.6,155,5
4769,54:37.6,155,3
3183,54:37.6,155,5
1783,54:37.6,155,4
5178,54:37.6,155,4
4417,54:37.6,155,4
3071,54:37.6,155,5
4656,54:37.6,155,3
3079,54:37.6,155,1
522,54:37.6,155,5
175,54:37.6,155,5
1136,54:37.6,155,5
4762,54:37.6,155,4
1758,54:37.6,156,5
1019,54:37.6,156,4
271,54:37.6,156,1
4394,54:37.6,156,2
118,54:37.6,156,1
817,54:37.6,156,3
959,54:37.6,156,1
1471,54:37.6,156,1
4929,54:37.6,156,5
2106,54:37.6,156,5
4095,54:37.6,156,2
4718,54:37.6,156,2
1030,54:37.6,156,1
856,54:37.6,156,4
2018,54:37.6,156,2
2692,54:37.6,156,3
3272,54:37.6,156,3
1635,54:37.6,156,3
4005,54:37.6,156,2
5071,54:37.6,156,5
5359,54:37.6,157,2
4854,54:37.6,157,4
2993,54:37.6,157,1
1690,54:37.6,157,3
3792,54:37.6,157,2
1604,54:37.6,157,1
5068,54:37.6,157,5
4362,54:37.6,157,2
2399,54:37.6,157,5
524,54:37.6,157,5
4036,54:37.6,157,4
2097,54:37.6,157,5
5490,54:37.6,157,1
5634,54:37.6,157,3
4671,54:37.6,157,3
2733,54:37.6,157,3
3489,54:37.6,157,4
4438,54:37.6,157,3
1728,54:37.6,157,5
2980,54:37.6,157,1
2343,54:37.6,158,1
61,54:37.6,158,5
3267,54:37.6,158,4
310,54:37.6,158,4
4564,54:37.6,158,4
14,54:37.7,158,4
364,54:37.7,158,3
4324,54:37.7,158,4
4467,54:37.7,158,5
2689,54:37.7,158,2
4386,54:37.7,158,2
138,54:37.7,158,3
2777,54:37.7,158,5
327,54:37.7,158,5
2880,54:37.7,158,2
855,54:37.7,158,1
2635,54:37.7,158,4
399,54:37.7,158,4
3471,54:37.7,158,3
2213,54:37.7,158,4
2281,54:37.7,159,3
629,54:37.7,159,3
247,54:37.7,159,3
4147,54:37.7,159,1
5198,54:37.7,159,2
3481,54:37.7,159,5
4900,54:37.7,159,2
2188,54:37.7,159,1
5547,54:37.7,159,4
4694,54:37.7,159,1
470,54:37.7,159,5
114,54:37.7,159,2
2245,54:37.7,159,1
5055,54:37.7,159,3
4375,54:37.7,159,3
434,54:37.7,159,2
4201,54:37.7,159,4
3245,54:37.7,159,1
161,54:37.7,159,5
3348,54:37.7,159,4
3284,54:37.7,160,2
5596,54:37.7,160,3
511,54:37.7,160,3
80,54:37.7,160,5
4794,54:37.7,160,2
4828,54:37.7,160,4
1639,54:37.7,160,1
1414,54:37.7,160,3
3738,54:37.7,160,2
5576,54:37.7,160,2
5198,54:37.7,160,3
3694,54:37.7,160,4
1934,54:37.7,160,5
2045,54:37.7,160,3
4991,54:37.7,160,5
4548,54:37.7,160,1
1123,54:37.7,160,4
1554,54:37.7,160,4
1580,54:37.7,160,3
442,54:37.7,160,2
4449,54:37.7,161,3
2217,54:37.7,161,2
2325,54:37.7,161,5
1564,54:37.7,161,5
3803,54:37.7,161,3
2878,54:37.7,161,2
957,54:37.7,161,2
2765,54:37.7,161,4
3628,54:37.7,161,2
4823,54:37.7,161,1
3274,54:37.7,161,1
1539,54:37.7,161,5
634,54:37.7,161,3
3835,54:37.7,161,2
3153,54:37.7,161,2
446,54:37.7,161,4
2030,54:37.7,161,3
3178,54:37.7,161,2
3920,54:37.7,161,4
1100,54:37.7,161,3
2902,54:37.7,162,5
764,54:37.7,162,2
3129,54:37.7,162,1
3095,54:37.7,162,3
4909,54:37.7,162,5
298,54:37.7,162,4
374,54:37.7,162,1
5129,54:37.7,162,1
3617,54:37.7,162,4
2705,54:37.7,162,2
2855,54:37.7,162,5
3090,54:37.7,162,1
5599,54:37.7,162,4
1190,54:37.7,162,2
2364,54:37.7,162,4
977,54:37.7,162,4
5223,54:37.7,162,1
3636,54:37.7,162,2
5705,54:37.7,162,5
734,54:37.7,162,4
1027,54:37.7,163,1
497,54:37.7,163,3
5182,54:37.7,163,4
3448,54:37.7,163,5
3051,54:37.7,163,3
1400,54:37.7,163,4
158,54:37.7,163,2
5029,54:37.7,163,5
5371,54:37.7,163,5
2490,54:37.7,163,5
