id,wsdladdress,ipaddress,as
3096,http://portal.letmc.com/PropertySearchService.asmx?WSDL,82.20.75.81,AS5089 NTL Group Limited
3097,http://www.llandesigns.co.uk/CsQuotes/Services/QuoteServices.asmx?WSDL,null,null
3098,http://www.lm3online.org/Services/AtlasCalls.asmx?WSDL,79.125.127.236,AS39111 Amazon EU DC AS
3099,http://iajobsearchingwebservice.madgex.co.uk/IAJobSearchingWebService.asmx?wsdl,205.217.197.67,AS3561 Savvis
3100,http://www.mforms.net/Services/wsGlobal.asmx?WSDL,null,null
3101,http://new.mr-shoes.co.uk/SearchFilter.asmx?WSDL,95.128.135.123,AS48825 Fast2host Ltd
3102,http://smswebservice1.m-science.com/MScienceSMSWebService.asmx?WSDL,89.151.121.140,AS24931 DediPower Managed Hosting Limited
3103,http://www.multiverse.ac.uk/beiwebservice/beiservice.asmx?WSDL,86.54.124.82,AS8897 Kcom
3104,http://www.nestle-fitness.com/webservice/nestlefitness.asmx?WSDL,184.106.224.232,AS19994 Rackspace Hosting
3105,http://sucarb.co.uk.preview.ohwebs.co.uk/admin/WebServices/SuAdminService.asmx?WSDL,195.242.214.221,AS33970 M247 Ltd
3106,http://www.onesearchdirect.co.uk/OSDI_Test/EnglandService.asmx?wsdl,213.106.225.197,AS5089 NTL Group Limited
3107,http://d3av.opencrm.co.uk/vtigerolservice.php?wsdl,46.20.224.33,AS39451 Melbourne Server Hosting connectivity
3108,http://www.oyezhipag.co.uk/webservices/HipagServices.asmx?WSDL,null,null
3109,http://patientopinion.org.uk/App_Services/HealthcareWebService.asmx?WSDL,217.194.211.133,AS33968 Internet Engineering Limited Main AS
3110,http://www.postcoderwebsoap.co.uk/websoap/websoap.php?wsdl,217.154.230.77,AS8897 Kcom
3111,http://ws1.postcodesoftware.co.uk/lookup.asmx?WSDL,91.203.73.131,AS34555 CCS Leeds Limited
3112,http://paint.pure360.com/paint.pure360.com/ctrlPaint.wsdl,213.129.83.49,AS24958 The Bunker Secure Hosting Limited
3113,http://www.quickrooms.com/AjaxHits.asmx?WSDL,80.244.180.30,AS8553 Avensys Networks Ltd
3114,http://www.ratingsintelligence.net/compliance.php?wsdl,188.65.115.132,AS35732 UK Webhosting Ltd - Autonomous System
3115,http://www.recruitfromcass.com/LiveSearch.asmx?WSDL,null,null
3116,http://www.dealer.renault.co.uk/services/AddressLookup.asmx?WSDL,83.138.156.254,AS15395 Rackspace
3117,http://www.re-net.ac.uk/beiwebservice/beiservice.asmx?WSDL,78.109.164.136,AS8553 Avensys Networks Ltd
3118,http://www.resdirect.co.uk/webservices/bookinginfo.asmx?WSDL,null,null
3119,http://www.comp.rgu.ac.uk/QueryComputing/query?WSDL,null,null
3120,http://www.rldwebservice.co.uk/Service1.asmx?WSDL,null,null
3121,http://www.demo.romtrac.net/AdminLW.asmx?wsdl,86.54.113.234,AS8897 Kcom
3122,http://www.scca.com/AjaxService/Ads.asmx?WSDL,204.12.98.192,AS20021 HostMySite
3123,http://www.scca.org/AjaxService/Ads.asmx?WSDL,204.12.98.192,AS20021 HostMySite
3124,http://www.sdss.org.uk/ImgCutout/ImgCutout.asmx?WSDL,148.197.155.45,AS786 The JANET IP Service
3125,http://www.sharemyroutes.com/search/autocompletehelper.asmx?WSDL,46.137.125.74,null
3126,http://dw.sheetmusicdirect.com/SmdWebSvc.asmx?WSDL,193.17.210.198,AS25180 Exponential-e Ltd
3127,http://www2.shrewsbury.gov.uk/spec_webpay/Payments.asmx?WSDL,194.81.126.3,AS786 The JANET IP Service
3128,http://smallr.com/url/service.wsdl,208.91.197.167,null
3129,http://www.stratstone.com/webservice/vehiclesearch.asmx?WSDL,193.238.234.7,AS4445 Cable & Wireless Americas Operations Inc.
3130,http://live.webservices.superbreak.com/soapendpoint.asmx?WSDL,195.200.150.91,AS8613 Phoenix IT Group PLC
3131,http://supplynet.talentarena.co.uk/product.asmx?WSDL,null,null
3132,http://podimage.targetexpress.co.uk/wsPODImageRetrieval.asmx?WSDL,194.73.125.130,AS2856 BTnet UK Regional network
3133,http://quotes.thebikeinsurer.co.uk/quote/DropdownValues.asmx?WSDL,95.138.136.163,null
3134,http://www.travelvaccines.info/TVPWebService/tvpWebservice.asmx?wsdl,81.21.76.62,AS20738 Webfusion Internet Solutions
3135,http://sen.ttrb.ac.uk/beiwebservice/beiservice.asmx?WSDL,86.54.124.82,AS8897 Kcom
3136,http://auth.twofactor.co.uk/celosoap/service.asmx?WSDL,null,null
3137,http://www.vimanet.com/CMSTemplates/Vimanet/WebServices/SearchService.asmx?WSDL,194.88.154.131,AS35787 Internet Cafe uslugi informatyczne Miroslaw Backiel
3138,http://www.vokacom.net/wscontacts/ContactsService.asmx?WSDL,null,null
3139,http://www.wandsworth.gov.uk/services/web/mapstublive/mapstub.asmx?WSDL,null,null
3140,http://www.warwick.ac.uk/services/musiccentre/contact/society_login.php?wsdl,137.205.195.33,AS786 The JANET IP Service
3141,http://webentries.co.uk/Service1.asmx?WSDL,213.171.195.105,AS15418 Fasthosts Internet Ltd. Gloucester UK.
3142,http://errorhandling.webromtv.com/ErrorHandlingService.asmx?WSDL,89.151.83.210,AS24931 DediPower Managed Hosting Limited
3143,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Real-time%20Data/Foreign%20Currencies,70.62.105.158,AS11426 Road Runner HoldCo LLC
3144,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Real-time%20Data/StockQuote,216.248.159.211,AS6983 ITC^Deltacom
3145,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Real%20Estate/Building%20-%20Manufacturing%20Facility%201,70.62.105.158,AS11426 Road Runner HoldCo LLC
3146,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Wright%20Flyer,216.248.159.211,AS6983 ITC^Deltacom
3147,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Operations/Troubleshooting/History%20Style/Camera,70.62.105.158,AS11426 Road Runner HoldCo LLC
3148,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Real%20Estate/Land%20-%20Manufacturing%20Facility%201,216.248.159.211,AS6983 ITC^Deltacom
3149,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Quantitative%20Methods/Monte%20Carlo%20Simulation/Normal%20distribution%20functions,70.62.105.158,AS11426 Road Runner HoldCo LLC
3150,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Steps/Requirements%20Gathering,216.248.159.211,AS6983 ITC^Deltacom
3151,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Management/Drug%20Development%20Process%20Template,70.62.105.158,AS11426 Road Runner HoldCo LLC
3152,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Pharmaceutical/Drug%20Discovery%20Tree,216.248.159.211,AS6983 ITC^Deltacom
3153,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/General%20Modeling/Financials,70.62.105.158,AS11426 Road Runner HoldCo LLC
3154,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Utilities/Copy%20and%20Paste,216.248.159.211,AS6983 ITC^Deltacom
3155,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Propeller,70.62.105.158,AS11426 Road Runner HoldCo LLC
3156,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Project%20Management/Project%203,216.248.159.211,AS6983 ITC^Deltacom
3157,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Finance/Tax%20Rates/Tax%20Rates,70.62.105.158,AS11426 Road Runner HoldCo LLC
3158,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Drug%20Portfolio/Drug%20A,216.248.159.211,AS6983 ITC^Deltacom
3159,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Decision%20Tree/Land%20Investment%20Decision,70.62.105.158,AS11426 Road Runner HoldCo LLC
3160,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Electrical/System%20Design%20for%20Reliability%20and%20Cost,216.248.159.211,AS6983 ITC^Deltacom
3161,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Steps/Prototype%20Usage%20and%20Reconfiguration,70.62.105.158,AS11426 Road Runner HoldCo LLC
3162,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Products/Product%20T55,216.248.159.211,AS6983 ITC^Deltacom
3163,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Wagon/Processes/Metal%20Working,70.62.105.158,AS11426 Road Runner HoldCo LLC
3164,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Company%20Simulation/Consumer%20Products%20Division/Replacement%20Parts,216.248.159.211,AS6983 ITC^Deltacom
3165,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Steps/IT%20Assessment,70.62.105.158,AS11426 Road Runner HoldCo LLC
3166,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Company%20Valuation/Company%20Valuation,216.248.159.211,AS6983 ITC^Deltacom
3167,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Company%20Simulation,70.62.105.158,AS11426 Road Runner HoldCo LLC
3168,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Wagon/Assemblies/Handle,216.248.159.211,AS6983 ITC^Deltacom
3169,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Equipment/Milling%20Machine%20R2337,70.62.105.158,AS11426 Road Runner HoldCo LLC
3170,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Wagon/Raw%20Materials/Steel,216.248.159.211,AS6983 ITC^Deltacom
3171,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Military/Weapon%20System,70.62.105.158,AS11426 Road Runner HoldCo LLC
3172,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Real-time%20Data/Example%20Use%20of%20Stock%20Quote,216.248.159.211,AS6983 ITC^Deltacom
3173,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Quantitative%20Methods/Monte%20Carlo%20Simulation/Pseudo-random%20number%20from%20a%20PERT%20distribution,70.62.105.158,AS11426 Road Runner HoldCo LLC
3174,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Real-time%20Data/Stock%20Fundamental,216.248.159.211,AS6983 ITC^Deltacom
3175,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Finance/Depreciation%20Schedules/Class%203%20Personal%20Property%20-%20Mid-Year%20Convention,70.62.105.158,AS11426 Road Runner HoldCo LLC
3176,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Quantitative%20Methods/Decision%20Tree%20Analysis/Forest%20Thinning%20Decision%20Tree,216.248.159.211,AS6983 ITC^Deltacom
3177,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Company%20Simulation/Consumer%20Products%20Division/New%20Equipment,70.62.105.158,AS11426 Road Runner HoldCo LLC
3178,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Wagon/Assemblies/Wagon%20Wheel,216.248.159.211,AS6983 ITC^Deltacom
3179,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Electrical/Electronic%20Component,70.62.105.158,AS11426 Road Runner HoldCo LLC
3180,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Electrical/RC%20Filter,216.248.159.211,AS6983 ITC^Deltacom
3181,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Wagon/Assemblies/Wagon%20Bed,70.62.105.158,AS11426 Road Runner HoldCo LLC
3182,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Equipment/Milling%20Machine%20R1220,216.248.159.211,AS6983 ITC^Deltacom
3183,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Finance/Hurdle%20Rates/MARR,70.62.105.158,AS11426 Road Runner HoldCo LLC
3184,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Electrical/Time%20to%20Failure%20-%20Single%20Component%20System%20Design,216.248.159.211,AS6983 ITC^Deltacom
3185,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Drug%20Portfolio/Portfolio,70.62.105.158,AS11426 Road Runner HoldCo LLC
3186,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Monte%20Carlo%20Simulation/Black-Scholes%20Simulate,216.248.159.211,AS6983 ITC^Deltacom
3187,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Fuselage,70.62.105.158,AS11426 Road Runner HoldCo LLC
3188,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Aerospace/Wing%20Stringer%20Translated%20from%20Protege%20Taxonomy,216.248.159.211,AS6983 ITC^Deltacom
3189,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Company%20Simulation/Consolidated%20Dashboard,70.62.105.158,AS11426 Road Runner HoldCo LLC
3190,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/CAL%20Simulation,216.248.159.211,AS6983 ITC^Deltacom
3191,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Finance/Depreciation%20Schedules/Class%207%20Personal%20Property%20-%20Mid-Year%20Convention,70.62.105.158,AS11426 Road Runner HoldCo LLC
3192,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Raw%20Materials,216.248.159.211,AS6983 ITC^Deltacom
3193,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Decision%20Tree/Markov%20Simulation,70.62.105.158,AS11426 Road Runner HoldCo LLC
3194,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Teams/Executive%20Team,216.248.159.211,AS6983 ITC^Deltacom
3195,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Forecasting/Causal%20Forecast%20-%20Sales%20and%20Advertising%20Investments,70.62.105.158,AS11426 Road Runner HoldCo LLC
3196,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Operations/Other/Headcount%20Forecasting%20Component,216.248.159.211,AS6983 ITC^Deltacom
3197,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Drug%20Portfolio/Drug%20C,70.62.105.158,AS11426 Road Runner HoldCo LLC
3198,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Wagon/Wagon%20Example,216.248.159.211,AS6983 ITC^Deltacom
3199,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Control%20Surface,70.62.105.158,AS11426 Road Runner HoldCo LLC
3200,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Teams/Pilot%20User%20Group,216.248.159.211,AS6983 ITC^Deltacom
3201,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Drug%20Portfolio/Drug%20B,70.62.105.158,AS11426 Road Runner HoldCo LLC
3202,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Project%20Management/Basic%20Project,216.248.159.211,AS6983 ITC^Deltacom
3203,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Operations/Manufacturing/Manufacturing%20Run%20Cost%20Simulation,70.62.105.158,AS11426 Road Runner HoldCo LLC
3204,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Quantitative%20Methods/Monte%20Carlo%20Simulation/Negbinomial%20distribution%20functions,216.248.159.211,AS6983 ITC^Deltacom
3205,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Steps/Vendor%20Selection,70.62.105.158,AS11426 Road Runner HoldCo LLC
3206,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Operations/Inventory%20Management/Inventory%20Management,216.248.159.211,AS6983 ITC^Deltacom
3207,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Optimization/Production%20Mix%20LP%20using%20Solve,70.62.105.158,AS11426 Road Runner HoldCo LLC
3208,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Electrical/Time%20to%20Failure%20-%20Standby%20Redundant%20System%20Design,216.248.159.211,AS6983 ITC^Deltacom
3209,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Project%20Management/Project%20Template,70.62.105.158,AS11426 Road Runner HoldCo LLC
3210,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Project%20Management/Project%202,216.248.159.211,AS6983 ITC^Deltacom
3211,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Project%20Management/Project%201,70.62.105.158,AS11426 Road Runner HoldCo LLC
3212,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/General%20Modeling/Return%20On%20Equity,216.248.159.211,AS6983 ITC^Deltacom
3213,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Accounting/House%20Payment%20Calculator,70.62.105.158,AS11426 Road Runner HoldCo LLC
3214,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Monte%20Carlo%20Simulation/Monte%20Carlo%20Simulation,216.248.159.211,AS6983 ITC^Deltacom
3215,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Engine,70.62.105.158,AS11426 Road Runner HoldCo LLC
3216,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Operations/Other/Headcount%20Forecasting%20Portfolio,216.248.159.211,AS6983 ITC^Deltacom
3217,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Military/MOD%20Cost%20Breakdown,70.62.105.158,AS11426 Road Runner HoldCo LLC
3218,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Other/Pharmaceutical/Drug%20Discovery%20Simulation,216.248.159.211,AS6983 ITC^Deltacom
3219,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Operations/Manufacturing/Control%20Charts%20and%20Process%20Capability,70.62.105.158,AS11426 Road Runner HoldCo LLC
3220,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Accounting/Altman%20Risk%20of%20Bankruptcy,216.248.159.211,AS6983 ITC^Deltacom
3221,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/New%20Software%20System%20Project,70.62.105.158,AS11426 Road Runner HoldCo LLC
3222,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Marketing/Pricing%20Strategy,216.248.159.211,AS6983 ITC^Deltacom
3223,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Wright%20Flyer/Rib,70.62.105.158,AS11426 Road Runner HoldCo LLC
3224,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Teams/Core%20Team,216.248.159.211,AS6983 ITC^Deltacom
3225,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/General%20Modeling/Accounting%20Ratios,70.62.105.158,AS11426 Road Runner HoldCo LLC
3226,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Company%20Simulation/Consolidated%20Company%20Model,216.248.159.211,AS6983 ITC^Deltacom
3227,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Quantitative%20Methods/Monte%20Carlo%20Simulation/Lognormal%20distribution%20functions,70.62.105.158,AS11426 Road Runner HoldCo LLC
3228,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Aerospace/Wing%20Spar%20Translated%20from%20Protege%20Taxonomy,216.248.159.211,AS6983 ITC^Deltacom
3229,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Quantitative%20Methods/Monte%20Carlo%20Simulation/Binomial%20distribution%20functions,70.62.105.158,AS11426 Road Runner HoldCo LLC
3230,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Forecasting/Cost%20Forecast,216.248.159.211,AS6983 ITC^Deltacom
3231,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Marketing/Web%20Site%20Map%20Example,70.62.105.158,AS11426 Road Runner HoldCo LLC
3232,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Investing/Portfolio%20Simulation,216.248.159.211,AS6983 ITC^Deltacom
3233,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Steps/RFP%20Distribution,70.62.105.158,AS11426 Road Runner HoldCo LLC
3234,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Company%20Valuation/Weighted%20Average%20Cost%20of%20Capital,216.248.159.211,AS6983 ITC^Deltacom
3235,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Cost%20Modeling%20for%20Manufacturing%20Systems/Equipment/Jigs%20and%20Dies%20JD887,70.62.105.158,AS11426 Road Runner HoldCo LLC
3236,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Company%20Valuation/Consulting%20Company%20Valuation,216.248.159.211,AS6983 ITC^Deltacom
3237,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Monte%20Carlo%20Simulation/Sensitivity%20Analysis,70.62.105.158,AS11426 Road Runner HoldCo LLC
3238,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Company%20Simulation/Consumer%20Products%20Division/Services,216.248.159.211,AS6983 ITC^Deltacom
3239,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Engineering/Aerospace/Wing%20Skin%20Translated%20From%20Protege%20Taxonomy,70.62.105.158,AS11426 Road Runner HoldCo LLC
3240,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Real-time%20Data/Example%20Use%20of%20Foreign%20Currencies,216.248.159.211,AS6983 ITC^Deltacom
3241,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Vanguard%20Examples/Product%20Selection/Steps/Project%20Review,70.62.105.158,AS11426 Road Runner HoldCo LLC
3242,http://wiki.vanguardsw.com/bin/ws.dsb?wsdl/Finance/Company%20Valuation/Black-Scholes%20Option%20Pricing,216.248.159.211,AS6983 ITC^Deltacom
3243,http://staff.vbi.vt.edu/pathport/services/wsdls/kmean.WSDL,198.82.183.9,AS1312 Virginia Polytechnic Institute and State Univ.
3244,http://staff.vbi.vt.edu/pathport/services/wsdls/multtest.WSDL,198.82.183.9,AS1312 Virginia Polytechnic Institute and State Univ.
3245,http://staff.vbi.vt.edu/pathport/services/wsdls/tfscan.WSDL,198.82.183.9,AS1312 Virginia Polytechnic Institute and State Univ.
3246,http://staff.vbi.vt.edu/pathport/services/wsdls/beta/water.WSDL,198.82.183.9,AS1312 Virginia Polytechnic Institute and State Univ.
3247,http://staff.vbi.vt.edu/pathport/services/wsdls/beta/piml.WSDL,198.82.183.9,AS1312 Virginia Polytechnic Institute and State Univ.
3248,http://biomoby.org/services/wsdl/seedgenes.org/SeedGenesEmbryoImageCollectionByAgiCode,198.82.183.9,AS1312 Virginia Polytechnic Institute and State Univ.
3249,http://laits.gmu.edu:8099/axis/services/Version?wsdl,129.174.1.38,AS11279 George Mason University
3250,http://wslite.strikeiron.com/ForeignExchangeLite01/HistoricForeignExchangeLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3251,http://wslite.strikeiron.com/simplegraphinglite01/SimpleGraphingLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3252,http://wslite.strikeiron.com/iplocationlite01/IPLocationLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3253,http://wslite.strikeiron.com/phonenumberinfolite01/PhoneNumberInfoLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3254,http://wslite.strikeiron.com/censusinfolite01/CensusInfoLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3255,http://wslite.strikeiron.com/HistoricalCarLoanLite01/HistoricalCarLoanLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3256,http://wslite.strikeiron.com/CorteraCreditAndBusinessVitalsLite01/CorteraLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3257,http://wslite.strikeiron.com/zipcodeinfolite01/ZIPCodeInfoLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3258,http://wslite.strikeiron.com/companyearningslite01/CompanyEarningsLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3259,http://wslite.strikeiron.com/currentcarloanlite01/CurrentCarLoanLite.asmx?WSDL,209.34.253.110,AS19271 Peak 10
3260,http://www.webservicex.net/WeatherForecast.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3261,http://www.webservicex.net/globalweather.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3262,http://tww.webservicex.net/sendsmsworld.asmx?WSDL,173.201.44.188,AS26496 GoDaddy.com Inc.
3263,http://www.webservicex.net/airport.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3264,http://www.webservicex.net/ConvertTemperature.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3265,http://www.webservicex.net/currencyconvertor.asmx?WSDL,173.201.44.188,AS26496 GoDaddy.com Inc.
3266,http://www.webservicex.net/stockquote.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3267,http://www.webservicex.net/BibleWebservice.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3268,http://www.webservicex.net/NAICS.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3269,http://www.webservicex.net/hcpcs.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3270,http://www.webservicex.net/aba.asmx?WSDL,173.201.44.188,AS26496 GoDaddy.com Inc.
3271,http://www.webservicex.net/Statistics.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3272,http://www.webservicex.net/sunsetriseservice.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3273,http://www.webservicex.net/periodictable.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3274,http://www.webservicex.net/fax.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3275,http://www.webservicex.net/LondonGoldFix.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
3276,http://www.webservicex.net/UDDIBusinessFinder.asmx?wsdl,173.201.44.188,AS26496 GoDaddy.com Inc.
