id,servicio,fecha,usuario,calificacion
1829,4199,54:37.2,91,1
1830,710,54:37.2,91,5
1831,3493,54:37.2,91,1
1832,3272,54:37.2,91,5
1833,3894,54:37.2,91,4
1834,2900,54:37.2,91,2
1835,334,54:37.2,91,5
1836,3736,54:37.2,91,4
1837,1828,54:37.2,91,2
1838,3834,54:37.2,91,1
1839,5096,54:37.2,91,5
1840,4276,54:37.2,92,2
1841,4348,54:37.2,92,5
1842,3777,54:37.2,92,5
1843,4861,54:37.2,92,1
1844,169,54:37.2,92,1
1845,1637,54:37.2,92,5
1846,5110,54:37.2,92,1
1847,2475,54:37.2,92,2
1848,664,54:37.2,92,4
1849,5355,54:37.2,92,2
1850,3258,54:37.2,92,1
1851,2165,54:37.2,92,4
1852,812,54:37.2,92,1
1853,2514,54:37.2,92,3
1854,3469,54:37.2,92,5
1855,4040,54:37.2,92,2
1856,5264,54:37.2,92,1
1857,3399,54:37.2,92,5
1858,1985,54:37.2,92,3
1859,497,54:37.2,92,4
1860,3458,54:37.2,93,5
1861,2262,54:37.2,93,1
1862,1052,54:37.2,93,3
1863,1240,54:37.2,93,2
1864,4753,54:37.2,93,3
1865,3655,54:37.2,93,1
1866,710,54:37.2,93,1
1867,5230,54:37.2,93,5
1868,4613,54:37.2,93,3
1869,3415,54:37.2,93,3
1870,4576,54:37.2,93,4
1871,4948,54:37.2,93,3
1872,1706,54:37.2,93,5
1873,2305,54:37.2,93,1
1874,1528,54:37.2,93,5
1875,4281,54:37.2,93,2
1876,958,54:37.2,93,2
1877,1295,54:37.2,93,5
1878,1005,54:37.2,93,2
1879,1377,54:37.2,93,1
1880,4005,54:37.2,94,1
1881,4668,54:37.2,94,5
1882,2086,54:37.2,94,2
1883,1843,54:37.2,94,4
1884,4194,54:37.2,94,3
1885,3862,54:37.3,94,4
1886,3839,54:37.3,94,2
1887,1856,54:37.3,94,3
1888,4212,54:37.3,94,3
1889,2252,54:37.3,94,2
1890,5664,54:37.3,94,3
1891,5005,54:37.3,94,1
1892,1237,54:37.3,94,1
1893,874,54:37.3,94,1
1894,203,54:37.3,94,2
1895,4020,54:37.3,94,3
1896,1540,54:37.3,94,1
1897,4117,54:37.3,94,1
1898,457,54:37.3,94,5
1899,64,54:37.3,94,1
1900,227,54:37.3,95,4
1901,4343,54:37.3,95,1
1902,3909,54:37.3,95,4
1903,1528,54:37.3,95,3
1904,5648,54:37.3,95,3
1905,225,54:37.3,95,5
1906,1529,54:37.3,95,3
1907,2849,54:37.3,95,1
1908,1808,54:37.3,95,1
1909,5486,54:37.3,95,3
1910,1486,54:37.3,95,1
1911,4616,54:37.3,95,1
1912,796,54:37.3,95,3
1913,312,54:37.3,95,1
1914,2439,54:37.3,95,2
1915,2818,54:37.3,95,2
1916,5321,54:37.3,95,2
1917,1732,54:37.3,95,1
1918,1745,54:37.3,95,4
1919,3869,54:37.3,95,3
1920,5277,54:37.3,96,3
1921,4297,54:37.3,96,3
1922,1182,54:37.3,96,3
1923,759,54:37.3,96,5
1924,3325,54:37.3,96,4
1925,4805,54:37.3,96,5
1926,1261,54:37.3,96,5
1927,1496,54:37.3,96,3
1928,4128,54:37.3,96,4
1929,3899,54:37.3,96,5
1930,869,54:37.3,96,5
1931,1102,54:37.3,96,3
1932,1430,54:37.3,96,1
1933,2972,54:37.3,96,2
1934,2784,54:37.3,96,5
1935,2098,54:37.3,96,4
1936,5384,54:37.3,96,2
1937,690,54:37.3,96,5
1938,1106,54:37.3,96,1
1939,5334,54:37.3,96,4
1940,2703,54:37.3,97,2
1941,1448,54:37.3,97,4
1942,416,54:37.3,97,1
1943,471,54:37.3,97,1
1944,2650,54:37.3,97,2
1945,2792,54:37.3,97,2
1946,5362,54:37.3,97,1
1947,4373,54:37.3,97,1
1948,4826,54:37.3,97,2
1949,971,54:37.3,97,2
1950,882,54:37.3,97,2
1951,788,54:37.3,97,2
1952,276,54:37.3,97,2
1953,1997,54:37.3,97,1
1954,1628,54:37.3,97,2
1955,2203,54:37.3,97,1
1956,931,54:37.3,97,5
1957,5053,54:37.3,97,5
1958,5270,54:37.3,97,4
1959,1376,54:37.3,97,3
1960,4188,54:37.3,98,2
1961,3819,54:37.3,98,4
1962,3710,54:37.3,98,5
1963,2213,54:37.3,98,4
1964,2318,54:37.3,98,5
1965,946,54:37.3,98,5
1966,3328,54:37.3,98,1
1967,1338,54:37.3,98,3
1968,1161,54:37.3,98,1
1969,3172,54:37.3,98,2
1970,1817,54:37.3,98,3
1971,3376,54:37.3,98,4
1972,4496,54:37.3,98,1
1973,397,54:37.3,98,5
1974,1744,54:37.3,98,1
1975,113,54:37.3,98,2
1976,2601,54:37.3,98,2
1977,137,54:37.3,98,2
1978,3107,54:37.3,98,4
1979,2947,54:37.3,98,5
1980,2114,54:37.3,99,1
1981,3568,54:37.3,99,3
1982,5282,54:37.3,99,2
1983,3907,54:37.3,99,2
1984,3212,54:37.3,99,4
1985,95,54:37.3,99,3
1986,3438,54:37.3,99,3
1987,5376,54:37.3,99,5
1988,5077,54:37.3,99,3
1989,1818,54:37.3,99,2
1990,104,54:37.3,99,5
1991,2862,54:37.3,99,4
1992,3213,54:37.3,99,2
1993,2313,54:37.3,99,4
1994,165,54:37.3,99,4
1995,3097,54:37.3,99,1
1996,685,54:37.3,99,3
1997,1448,54:37.3,99,2
1998,2021,54:37.3,99,5
1999,2083,54:37.3,99,3
2000,2363,54:37.3,100,3
2001,1229,54:37.3,100,1
2002,5739,54:37.3,100,2
2003,236,54:37.3,100,5
2004,2723,54:37.3,100,1
2005,1344,54:37.3,100,5
2006,3211,54:37.3,100,1
2007,4538,54:37.3,100,5
2008,5517,54:37.3,100,3
2009,1253,54:37.3,100,5
2010,692,54:37.3,100,2
2011,5305,54:37.3,100,2
2012,4588,54:37.3,100,5
2013,1615,54:37.3,100,5
2014,3806,54:37.3,100,1
2015,4974,54:37.3,100,1
2016,822,54:37.3,100,2
2017,4636,54:37.3,100,4
2018,1128,54:37.3,100,1
2019,1186,54:37.3,100,5
2020,900,54:37.3,101,1
2021,1924,54:37.3,101,2
2022,2110,54:37.3,101,5
2023,4884,54:37.3,101,3
2024,771,54:37.3,101,1
2025,1478,54:37.3,101,5
2026,4393,54:37.3,101,3
2027,4040,54:37.3,101,5
2028,2449,54:37.3,101,2
2029,3293,54:37.3,101,3
2030,3866,54:37.3,101,2
2031,318,54:37.3,101,5
2032,1156,54:37.3,101,5
2033,5093,54:37.3,101,2
2034,3998,54:37.3,101,1
2035,1806,54:37.3,101,2
2036,95,54:37.3,101,5
2037,1451,54:37.3,101,3
2038,2534,54:37.3,101,1
2039,3823,54:37.3,101,4
2040,464,54:37.3,102,1
2041,4124,54:37.3,102,1
2042,3085,54:37.3,102,4
2043,2142,54:37.3,102,3
2044,970,54:37.3,102,3
2045,4021,54:37.3,102,5
2046,3635,54:37.3,102,5
2047,5022,54:37.3,102,2
2048,1822,54:37.3,102,4
2049,132,54:37.3,102,2
2050,1095,54:37.3,102,1
2051,4234,54:37.3,102,4
2052,1683,54:37.3,102,5
2053,4185,54:37.3,102,2
2054,5122,54:37.3,102,5
2055,4599,54:37.3,102,1
2056,5725,54:37.3,102,2
2057,1397,54:37.3,102,4
2058,2283,54:37.3,102,2
2059,2419,54:37.3,102,5
2060,5640,54:37.3,103,4
2061,2204,54:37.3,103,3
2062,1415,54:37.3,103,3
2063,5083,54:37.3,103,3
2064,4609,54:37.3,103,3
2065,4169,54:37.3,103,1
2066,4861,54:37.3,103,4
2067,1571,54:37.3,103,4
2068,2004,54:37.3,103,3
2069,1757,54:37.3,103,3
2070,635,54:37.3,103,2
2071,256,54:37.3,103,2
2072,3728,54:37.3,103,1
2073,1460,54:37.3,103,3
2074,5294,54:37.3,103,5
2075,2586,54:37.3,103,3
2076,1727,54:37.3,103,4
2077,5770,54:37.3,103,2
2078,1512,54:37.3,103,1
2079,563,54:37.3,103,2
2080,24,54:37.3,104,2
2081,412,54:37.3,104,2
2082,5460,54:37.3,104,3
2083,5482,54:37.3,104,2
2084,1976,54:37.3,104,4
2085,4317,54:37.3,104,2
2086,3960,54:37.3,104,3
2087,2334,54:37.3,104,1
2088,3978,54:37.3,104,4
2089,1385,54:37.3,104,2
2090,2264,54:37.3,104,2
2091,1015,54:37.3,104,2
2092,1967,54:37.3,104,2
2093,2402,54:37.3,104,2
2094,3433,54:37.3,104,4
2095,3946,54:37.3,104,2
2096,3198,54:37.3,104,3
2097,3831,54:37.3,104,3
2098,4747,54:37.3,104,4
2099,2558,54:37.3,104,1
2100,1403,54:37.3,105,3
2101,4370,54:37.3,105,1
2102,1821,54:37.3,105,5
2103,5816,54:37.3,105,1
2104,3415,54:37.3,105,5
2105,455,54:37.3,105,1
2106,14,54:37.3,105,5
2107,5764,54:37.3,105,4
2108,3275,54:37.3,105,4
2109,4887,54:37.3,105,5
2110,4333,54:37.3,105,1
2111,2201,54:37.3,105,5
2112,442,54:37.3,105,3
2113,3394,54:37.3,105,2
2114,5362,54:37.3,105,5
2115,5200,54:37.3,105,3
2116,4763,54:37.3,105,5
2117,4187,54:37.3,105,2
2118,3912,54:37.3,105,1
2119,456,54:37.3,105,1
2120,4707,54:37.3,106,3
2121,5414,54:37.3,106,1
2122,4844,54:37.3,106,4
2123,262,54:37.3,106,2
2124,3652,54:37.3,106,4
2125,5059,54:37.3,106,3
2126,448,54:37.3,106,3
2127,1512,54:37.3,106,3
2128,3938,54:37.3,106,2
2129,2824,54:37.3,106,1
2130,2189,54:37.3,106,1
2131,2970,54:37.3,106,2
2132,2608,54:37.3,106,4
2133,257,54:37.3,106,5
2134,474,54:37.3,106,3
2135,4861,54:37.3,106,3
2136,3151,54:37.3,106,5
2137,5119,54:37.3,106,1
2138,2506,54:37.3,106,4
2139,4640,54:37.3,106,3
2140,1060,54:37.3,107,3
2141,3875,54:37.3,107,1
2142,4962,54:37.3,107,5
2143,3866,54:37.3,107,3
2144,5638,54:37.3,107,1
2145,3702,54:37.3,107,1
2146,1914,54:37.3,107,4
2147,2767,54:37.3,107,1
2148,414,54:37.3,107,5
2149,1609,54:37.3,107,1
2150,5102,54:37.3,107,2
2151,4429,54:37.3,107,3
2152,718,54:37.3,107,1
2153,2166,54:37.3,107,2
2154,97,54:37.3,107,4
2155,3803,54:37.3,107,2
2156,2152,54:37.3,107,5
2157,1015,54:37.3,107,4
2158,5555,54:37.3,107,3
2159,2815,54:37.3,107,4
2160,5485,54:37.3,108,5
2161,2297,54:37.3,108,3
2162,5582,54:37.3,108,2
2163,2063,54:37.3,108,2
2164,1261,54:37.3,108,2
2165,4106,54:37.3,108,2
2166,4789,54:37.3,108,1
2167,4619,54:37.3,108,2
2168,3793,54:37.3,108,4
2169,3775,54:37.3,108,3
2170,5206,54:37.3,108,2
2171,1584,54:37.3,108,4
2172,2664,54:37.3,108,3
2173,5430,54:37.3,108,1
2174,3758,54:37.3,108,1
2175,5287,54:37.3,108,4
2176,3880,54:37.3,108,3
2177,3484,54:37.3,108,5
2178,2376,54:37.3,108,3
2179,2250,54:37.3,108,1
2180,1686,54:37.3,109,1
2181,5047,54:37.3,109,4
2182,1407,54:37.3,109,3
2183,952,54:37.3,109,1
2184,240,54:37.3,109,3
2185,2360,54:37.3,109,3
2186,4939,54:37.3,109,5
2187,3788,54:37.3,109,4
2188,2338,54:37.3,109,1
2189,2547,54:37.3,109,3
2190,3688,54:37.3,109,4
2191,4029,54:37.3,109,3
2192,3583,54:37.3,109,2
2193,2257,54:37.3,109,1
2194,36,54:37.3,109,1
2195,5281,54:37.3,109,5
2196,4657,54:37.3,109,5
2197,3812,54:37.3,109,3
2198,3874,54:37.3,109,4
2199,332,54:37.3,109,5
2200,2906,54:37.3,110,5
2201,1026,54:37.3,110,3
2202,236,54:37.3,110,4
2203,3960,54:37.3,110,4
2204,2797,54:37.3,110,5
2205,1711,54:37.3,110,4
2206,2036,54:37.3,110,4
2207,2953,54:37.4,110,5
2208,1349,54:37.4,110,3
2209,2213,54:37.4,110,1
2210,2661,54:37.4,110,2
2211,5773,54:37.4,110,4
2212,891,54:37.4,110,1
2213,68,54:37.4,110,5
2214,2987,54:37.4,110,3
2215,3221,54:37.4,110,1
2216,1173,54:37.4,110,3
2217,3443,54:37.4,110,2
2218,1127,54:37.4,110,3
2219,1643,54:37.4,110,5
2220,4096,54:37.4,111,3
2221,105,54:37.4,111,2
2222,4569,54:37.4,111,5
2223,3238,54:37.4,111,4
2224,5289,54:37.4,111,2
2225,4728,54:37.4,111,3
2226,3004,54:37.4,111,2
2227,4517,54:37.4,111,2
2228,40,54:37.4,111,2
2229,2080,54:37.4,111,5
2230,4325,54:37.4,111,2
2231,2775,54:37.4,111,4
2232,1367,54:37.4,111,1
2233,3228,54:37.4,111,1
2234,3457,54:37.4,111,2
2235,5515,54:37.4,111,5
2236,5115,54:37.4,111,5
2237,4341,54:37.4,111,4
2238,4977,54:37.4,111,4
2239,5055,54:37.4,111,3
2240,956,54:37.4,112,1
2241,1200,54:37.4,112,2
2242,5411,54:37.4,112,4
2243,4422,54:37.4,112,2
2244,4912,54:37.4,112,4
2245,1745,54:37.4,112,5
2246,2185,54:37.4,112,3
2247,2476,54:37.4,112,1
2248,3051,54:37.4,112,1
2249,832,54:37.4,112,1
2250,3471,54:37.4,112,3
2251,5276,54:37.4,112,2
2252,1173,54:37.4,112,4
2253,2040,54:37.4,112,2
2254,3687,54:37.4,112,5
2255,5463,54:37.4,112,5
2256,3359,54:37.4,112,4
2257,2260,54:37.4,112,1
2258,5469,54:37.4,112,4
2259,3236,54:37.4,112,1
2260,3809,54:37.4,113,4
2261,1510,54:37.4,113,2
2262,5199,54:37.4,113,3
2263,5399,54:37.4,113,5
2264,4941,54:37.4,113,1
2265,2192,54:37.4,113,2
2266,3051,54:37.4,113,2
2267,2617,54:37.4,113,4
2268,834,54:37.4,113,1
2269,3906,54:37.4,113,4
2270,4432,54:37.4,113,1
2271,3310,54:37.4,113,2
2272,4498,54:37.4,113,3
2273,4764,54:37.4,113,3
2274,3360,54:37.4,113,1
2275,5125,54:37.4,113,3
2276,5353,54:37.4,113,4
2277,5132,54:37.4,113,2
2278,4208,54:37.4,113,1
2279,3138,54:37.4,113,3
2280,3404,54:37.4,114,4
2281,5729,54:37.4,114,5
2282,3510,54:37.4,114,3
2283,3724,54:37.4,114,4
2284,3155,54:37.4,114,5
2285,5059,54:37.4,114,3
2286,771,54:37.4,114,3
2287,2593,54:37.4,114,2
2288,989,54:37.4,114,3
2289,3287,54:37.4,114,2
2290,35,54:37.4,114,5
2291,683,54:37.4,114,3
2292,2454,54:37.4,114,3
2293,2919,54:37.4,114,5
2294,5415,54:37.4,114,3
2295,4873,54:37.4,114,4
2296,125,54:37.4,114,5
2297,4029,54:37.4,114,5
2298,5203,54:37.4,114,1
2299,1607,54:37.4,114,5
2300,2185,54:37.4,115,2
2301,2737,54:37.4,115,2
2302,3564,54:37.4,115,3
2303,1894,54:37.4,115,5
2304,1033,54:37.4,115,5
2305,4179,54:37.4,115,1
2306,2770,54:37.4,115,5
2307,4335,54:37.4,115,4
2308,4124,54:37.4,115,3
2309,968,54:37.4,115,1
2310,91,54:37.4,115,1
2311,815,54:37.4,115,4
2312,1116,54:37.4,115,4
2313,3456,54:37.4,115,5
2314,2391,54:37.4,115,4
2315,313,54:37.4,115,2
2316,1362,54:37.4,115,3
2317,3839,54:37.4,115,3
2318,4864,54:37.4,115,3
2319,702,54:37.4,115,4
2320,1846,54:37.4,116,5
2321,2894,54:37.4,116,5
2322,877,54:37.4,116,3
2323,4700,54:37.4,116,5
2324,5770,54:37.4,116,1
2325,2896,54:37.4,116,5
2326,292,54:37.4,116,3
2327,104,54:37.4,116,3
2328,3885,54:37.4,116,3
2329,1012,54:37.4,116,1
2330,4292,54:37.4,116,1
2331,2914,54:37.4,116,4
2332,3135,54:37.4,116,5
2333,4962,54:37.4,116,5
2334,3960,54:37.4,116,1
2335,1530,54:37.4,116,1
2336,3593,54:37.4,116,1
2337,1107,54:37.4,116,3
2338,4862,54:37.4,116,1
2339,1838,54:37.4,116,3
2340,3279,54:37.4,117,4
2341,5772,54:37.4,117,5
2342,5781,54:37.4,117,3
2343,3946,54:37.4,117,1
2344,2992,54:37.4,117,1
2345,5064,54:37.4,117,5
2346,5799,54:37.4,117,4
2347,3628,54:37.4,117,4
2348,709,54:37.4,117,5
2349,4388,54:37.4,117,3
2350,1943,54:37.4,117,3
2351,2392,54:37.4,117,5
2352,3183,54:37.4,117,5
2353,1222,54:37.4,117,4
2354,2756,54:37.4,117,3
2355,2630,54:37.4,117,3
2356,369,54:37.4,117,2
2357,3654,54:37.4,117,1
2358,856,54:37.4,117,3
2359,2655,54:37.4,117,2
2360,3693,54:37.4,118,3
2361,3015,54:37.4,118,5
2362,433,54:37.4,118,5
2363,5502,54:37.4,118,2
2364,4584,54:37.4,118,4
2365,207,54:37.4,118,3
2366,1920,54:37.4,118,1
2367,916,54:37.4,118,3
2368,3336,54:37.4,118,2
2369,5614,54:37.4,118,1
2370,4524,54:37.4,118,1
2371,4527,54:37.4,118,2
2372,2145,54:37.4,118,5
2373,4925,54:37.4,118,5
2374,1916,54:37.4,118,1
2375,3980,54:37.4,118,2
2376,839,54:37.4,118,1
2377,5191,54:37.4,118,2
2378,4953,54:37.4,118,2
2379,4375,54:37.4,118,4
2380,1088,54:37.4,119,2
2381,352,54:37.4,119,4
2382,1151,54:37.4,119,1
2383,3603,54:37.4,119,1
2384,1211,54:37.4,119,3
2385,283,54:37.4,119,4
2386,4467,54:37.4,119,5
2387,1839,54:37.4,119,4
2388,2035,54:37.4,119,5
2389,5506,54:37.4,119,3
2390,1746,54:37.4,119,4
2391,1880,54:37.4,119,3
2392,2209,54:37.4,119,2
2393,4715,54:37.4,119,5
2394,3546,54:37.4,119,1
2395,3651,54:37.4,119,5
2396,4468,54:37.4,119,2
2397,1651,54:37.4,119,4
2398,147,54:37.4,119,3
2399,3720,54:37.4,119,3
2400,2836,54:37.4,120,4
2401,3068,54:37.4,120,1
2402,5035,54:37.4,120,4
2403,2216,54:37.4,120,3
2404,3428,54:37.4,120,5
2405,4903,54:37.4,120,5
2406,1307,54:37.4,120,5
2407,552,54:37.4,120,4
2408,3497,54:37.4,120,2
2409,3193,54:37.4,120,1
2410,105,54:37.4,120,1
2411,5639,54:37.4,120,2
2412,4645,54:37.4,120,4
2413,1203,54:37.4,120,3
2414,1349,54:37.4,120,2
2415,4735,54:37.4,120,3
2416,444,54:37.4,120,1
2417,5593,54:37.4,120,5
2418,2148,54:37.4,120,2
2419,4855,54:37.4,120,5
2420,5301,54:37.4,121,5
2421,1130,54:37.4,121,2
2422,2647,54:37.4,121,4
2423,4326,54:37.4,121,5
2424,3898,54:37.4,121,2
2425,4193,54:37.4,121,5
2426,5199,54:37.4,121,3
2427,2049,54:37.4,121,4
2428,4626,54:37.4,121,5
2429,5341,54:37.4,121,1
2430,2231,54:37.4,121,3
2431,180,54:37.4,121,3
2432,5541,54:37.4,121,3
2433,1981,54:37.4,121,3
2434,5464,54:37.4,121,2
2435,1116,54:37.4,121,1
2436,2377,54:37.4,121,2
2437,3910,54:37.4,121,3
2438,5660,54:37.4,121,2
2439,3106,54:37.4,121,4
2440,5596,54:37.4,122,2
2441,5801,54:37.4,122,3
2442,378,54:37.4,122,5
2443,980,54:37.4,122,5
2444,186,54:37.4,122,2
2445,5041,54:37.4,122,1
2446,603,54:37.4,122,2
2447,46,54:37.4,122,3
2448,5061,54:37.4,122,4
2449,2049,54:37.4,122,5
2450,3814,54:37.4,122,2
2451,4013,54:37.4,122,3
2452,2622,54:37.4,122,5
2453,5568,54:37.4,122,1
2454,385,54:37.4,122,5
2455,5679,54:37.4,122,5
2456,2647,54:37.4,122,1
2457,4853,54:37.4,122,1
2458,1075,54:37.4,122,2
2459,4095,54:37.4,122,4
2460,2115,54:37.4,123,2
2461,3840,54:37.4,123,1
2462,1757,54:37.4,123,4
2463,672,54:37.4,123,1
2464,4990,54:37.4,123,4
2465,1131,54:37.4,123,1
2466,461,54:37.4,123,5
2467,5752,54:37.4,123,2
2468,4983,54:37.4,123,2
2469,2855,54:37.4,123,4
2470,3795,54:37.4,123,5
2471,2784,54:37.4,123,4
2472,5204,54:37.4,123,3
2473,2513,54:37.4,123,4
2474,2492,54:37.4,123,5
2475,5161,54:37.4,123,5
2476,4612,54:37.4,123,3
2477,949,54:37.4,123,4
2478,4016,54:37.4,123,2
2479,573,54:37.4,123,4
2480,136,54:37.4,124,2
2481,5485,54:37.4,124,3
2482,4393,54:37.4,124,2
2483,4640,54:37.4,124,3
2484,3871,54:37.4,124,3
2485,3684,54:37.4,124,1
2486,5345,54:37.4,124,2
2487,4596,54:37.4,124,2
2488,5233,54:37.4,124,1
2489,4144,54:37.4,124,3
2490,3405,54:37.4,124,3
2491,1908,54:37.4,124,5
2492,2403,54:37.4,124,3
2493,2063,54:37.4,124,5
2494,5249,54:37.4,124,1
2495,3183,54:37.4,124,3
2496,3474,54:37.4,124,5
2497,5018,54:37.4,124,3
2498,3781,54:37.4,124,1
2499,2140,54:37.4,124,1
2500,214,54:37.4,125,3
2501,3116,54:37.4,125,2
2502,3754,54:37.4,125,5
2503,875,54:37.4,125,3
2504,3388,54:37.4,125,4
2505,416,54:37.4,125,1
2506,1853,54:37.4,125,5
2507,2521,54:37.4,125,3
2508,4235,54:37.4,125,5
2509,3272,54:37.4,125,1
2510,2104,54:37.4,125,2
2511,4501,54:37.4,125,5
2512,2445,54:37.4,125,5
2513,2828,54:37.4,125,2
2514,804,54:37.4,125,5
2515,359,54:37.4,125,2
2516,3361,54:37.4,125,4
2517,425,54:37.4,125,4
2518,5813,54:37.4,125,3
2519,4278,54:37.4,125,5
2520,998,54:37.4,126,4
2521,101,54:37.4,126,4
2522,4494,54:37.4,126,2
2523,557,54:37.4,126,5
2524,779,54:37.4,126,5
2525,1891,54:37.4,126,3
2526,5088,54:37.4,126,3
2527,4505,54:37.4,126,2
2528,2646,54:37.4,126,5
2529,3559,54:37.4,126,5
2530,4202,54:37.4,126,5
2531,367,54:37.4,126,4
2532,2194,54:37.4,126,3
2533,664,54:37.4,126,2
2534,302,54:37.4,126,4
2535,407,54:37.4,126,5
2536,4847,54:37.4,126,2
2537,5395,54:37.4,126,5
2538,516,54:37.4,126,2
2539,2340,54:37.4,126,3
2540,5767,54:37.4,127,5
2541,645,54:37.4,127,3
2542,57,54:37.5,127,3
2543,914,54:37.5,127,3
2544,2885,54:37.5,127,3
2545,1759,54:37.5,127,2
2546,5242,54:37.5,127,1
2547,4133,54:37.5,127,1
2548,487,54:37.5,127,1
2549,5819,54:37.5,127,3
2550,3192,54:37.5,127,4
2551,1661,54:37.5,127,3
2552,4259,54:37.5,127,3
2553,4669,54:37.5,127,3
2554,3372,54:37.5,127,4
2555,3547,54:37.5,127,5
2556,2475,54:37.5,127,1
2557,1114,54:37.5,127,3
2558,855,54:37.5,127,1
2559,2133,54:37.5,127,5
2560,3811,54:37.5,128,5
2561,5650,54:37.5,128,2
2562,1331,54:37.5,128,2
2563,2610,54:37.5,128,3
2564,704,54:37.5,128,3
2565,3796,54:37.5,128,2
2566,3237,54:37.5,128,5
2567,5529,54:37.5,128,5
2568,2465,54:37.5,128,2
2569,550,54:37.5,128,3
2570,3604,54:37.5,128,5
2571,650,54:37.5,128,2
2572,1676,54:37.5,128,4
2573,1663,54:37.5,128,1
2574,5196,54:37.5,128,3
2575,5502,54:37.5,128,5
2576,2524,54:37.5,128,4
2577,4207,54:37.5,128,2
2578,3103,54:37.5,128,2
2579,4152,54:37.5,128,5
2580,659,54:37.5,129,5
2581,5746,54:37.5,129,3
2582,2353,54:37.5,129,1
2583,4406,54:37.5,129,2
2584,1402,54:37.5,129,4
2585,940,54:37.5,129,1
2586,791,54:37.5,129,5
2587,2689,54:37.5,129,4
2588,2468,54:37.5,129,1
2589,1395,54:37.5,129,4
2590,5823,54:37.5,129,3
2591,3031,54:37.5,129,3
2592,648,54:37.5,129,1
2593,2053,54:37.5,129,2
2594,3975,54:37.5,129,5
2595,1412,54:37.5,129,5
2596,2554,54:37.5,129,2
2597,5495,54:37.5,129,4
2598,3684,54:37.5,129,5
2599,4151,54:37.5,129,4
2600,1217,54:37.5,130,2
2601,2932,54:37.5,130,5
2602,4631,54:37.5,130,5
2603,4533,54:37.5,130,4
2604,148,54:37.5,130,2
2605,4221,54:37.5,130,1
2606,1147,54:37.5,130,5
2607,3406,54:37.5,130,2
2608,4940,54:37.5,130,4
2609,3605,54:37.5,130,2
2610,1726,54:37.5,130,4
2611,4961,54:37.5,130,1
2612,4134,54:37.5,130,2
2613,5178,54:37.5,130,1
2614,4489,54:37.5,130,3
2615,2884,54:37.5,130,3
2616,1839,54:37.5,130,2
2617,1549,54:37.5,130,1
2618,2167,54:37.5,130,2
2619,4935,54:37.5,130,1
2620,1606,54:37.5,131,4
2621,1733,54:37.5,131,1
2622,5048,54:37.5,131,2
2623,4038,54:37.5,131,1
2624,5086,54:37.5,131,3
2625,3802,54:37.5,131,3
2626,1698,54:37.5,131,4
2627,3783,54:37.5,131,2
2628,2846,54:37.5,131,2
2629,4051,54:37.5,131,2
2630,5638,54:37.5,131,3
2631,5539,54:37.5,131,1
2632,1964,54:37.5,131,2
2633,2923,54:37.5,131,1
2634,2556,54:37.5,131,3
2635,1623,54:37.5,131,4
2636,3491,54:37.5,131,3
2637,5672,54:37.5,131,2
2638,473,54:37.5,131,3
2639,4896,54:37.5,131,1
2640,3899,54:37.5,132,4
2641,1741,54:37.5,132,3
2642,4363,54:37.5,132,1
2643,3289,54:37.5,132,3
2644,1401,54:37.5,132,3
2645,2400,54:37.5,132,1
2646,3614,54:37.5,132,4
2647,5251,54:37.5,132,2
2648,1112,54:37.5,132,5
2649,2675,54:37.5,132,3
2650,1353,54:37.5,132,4
2651,2115,54:37.5,132,2
2652,5666,54:37.5,132,1
2653,1136,54:37.5,132,3
2654,1945,54:37.5,132,4
2655,5442,54:37.5,132,5
2656,3636,54:37.5,132,2
2657,5276,54:37.5,132,4
2658,2033,54:37.5,132,4
2659,3575,54:37.5,132,3
2660,2342,54:37.5,133,4
2661,4676,54:37.5,133,2
2662,3199,54:37.5,133,2
2663,1675,54:37.5,133,1
2664,4713,54:37.5,133,5
2665,911,54:37.5,133,3
2666,46,54:37.5,133,4
2667,2954,54:37.5,133,1
2668,4562,54:37.5,133,4
2669,1363,54:37.5,133,1
2670,5764,54:37.5,133,3
2671,2077,54:37.5,133,4
2672,2770,54:37.5,133,1
2673,2938,54:37.5,133,1
2674,4833,54:37.5,133,5
2675,4641,54:37.5,133,5
2676,3203,54:37.5,133,5
2677,198,54:37.5,133,2
2678,3960,54:37.5,133,3
2679,4641,54:37.5,133,1
2680,3713,54:37.5,134,1
2681,1947,54:37.5,134,1
2682,432,54:37.5,134,3
2683,3940,54:37.5,134,4
2684,1150,54:37.5,134,3
2685,4906,54:37.5,134,2
2686,3300,54:37.5,134,1
2687,4459,54:37.5,134,3
2688,1890,54:37.5,134,2
2689,5409,54:37.5,134,5
2690,3263,54:37.5,134,1
2691,2461,54:37.5,134,3
2692,4112,54:37.5,134,3
2693,1053,54:37.5,134,2
2694,3163,54:37.5,134,4
2695,3570,54:37.5,134,4
2696,2433,54:37.5,134,5
2697,1218,54:37.5,134,1
2698,585,54:37.5,134,4
2699,915,54:37.5,134,2
2700,4633,54:37.5,135,3
2701,2823,54:37.5,135,5
2702,4705,54:37.5,135,1
2703,2455,54:37.5,135,2
2704,483,54:37.5,135,1
2705,2016,54:37.5,135,5
2706,550,54:37.5,135,3
2707,34,54:37.5,135,1
2708,2355,54:37.5,135,1
2709,1216,54:37.5,135,2
2710,4575,54:37.5,135,2
2711,4127,54:37.5,135,4
